,name,planet_mass,stellar_magnitude,planet_type,planet_radius,eccentricity
3602,Kepler-84 f,5.48 Earths,14.79,Neptune-like,2.2 x Earth,0
3603,Kepler-850 b,3.82 Earths,15.427,Super Earth,1.78 x Earth,0
3604,Kepler-851 b,3.46 Earths,15.108,Super Earth,1.68 x Earth,0
3605,Kepler-852 b,6.99 Earths,13.907,Neptune-like,0.227 x Jupiter,0
3606,Kepler-853 b,3.5 Earths,12.248,Super Earth,1.69 x Earth,0
3607,Kepler-854 b,132 Jupiters,13.504,Gas Giant,1.492 x Jupiter,0
3608,Kepler-855 b,0.166 Jupiters,15.019,Gas Giant,0.745 x Jupiter,0
3609,Kepler-856 b,0.199 Jupiters,15.557,Gas Giant,0.83 x Jupiter,0
3610,Kepler-857 b,37.2 Earths,15.064,Neptune-like,0.607 x Jupiter,0
3611,Kepler-858 b,21.1 Earths,12.411,Neptune-like,0.434 x Jupiter,0
3612,Kepler-859 b,9.75 Earths,15.88,Neptune-like,0.276 x Jupiter,0
3613,Kepler-85 b,4.54 Earths,14.766,Super Earth,1.97 x Earth,0
3614,Kepler-85 c,20.9 Earths,14.766,Super Earth,2.18 x Earth,0
3615,Kepler-85 d,1.87 Earths,14.766,Super Earth,1.2 x Earth,0
3616,Kepler-85 e,0.6 Earths,14.766,Super Earth,1.27 x Earth,0
3617,Kepler-860 b,10.6 Earths,15.403,Neptune-like,0.289 x Jupiter,0
3618,Kepler-861 b,5.82 Earths,15.596,Neptune-like,0.203 x Jupiter,0
3619,Kepler-862 b,5.52 Earths,15.303,Neptune-like,2.21 x Earth,0
3620,Kepler-863 b,8.75 Earths,15.446,Neptune-like,0.259 x Jupiter,0
3621,Kepler-864 b,6.35 Earths,15.782,Neptune-like,0.214 x Jupiter,0
3622,Kepler-865 b,6.76 Earths,14.504,Neptune-like,0.222 x Jupiter,0
3623,Kepler-866 b,3.29 Earths,15.797,Super Earth,1.63 x Earth,0
3624,Kepler-867 b,19.4 Earths,14.885,Neptune-like,0.414 x Jupiter,0
3625,Kepler-868 b,4.86 Earths,15.618,Super Earth,2.05 x Earth,0
3626,Kepler-869 b,12.7 Earths,14.969,Neptune-like,0.322 x Jupiter,0
3627,Kepler-870 b,8.15 Earths,15.222,Neptune-like,0.248 x Jupiter,0
3628,Kepler-871 b,13.5 Earths,15.642,Neptune-like,0.334 x Jupiter,0
3629,Kepler-872 b,4.62 Earths,15.071,Super Earth,1.99 x Earth,0
3630,Kepler-873 b,13.5 Earths,14.795,Neptune-like,0.335 x Jupiter,0
3631,Kepler-874 b,14.7 Earths,14.694,Neptune-like,0.352 x Jupiter,0
3632,Kepler-875 b,8.75 Earths,15.21,Neptune-like,0.259 x Jupiter,0
3633,Kepler-876 b,2.63 Earths,15.33,Super Earth,1.43 x Earth,0
3634,Kepler-877 b,5.14 Earths,14.523,Neptune-like,2.12 x Earth,0
3635,Kepler-878 b,4.38 Earths,14.79,Super Earth,1.93 x Earth,0
3636,Kepler-879 b,7.13 Earths,14.238,Neptune-like,0.229 x Jupiter,0
3637,Kepler-87 b,1.02 Jupiters,14.587,Gas Giant,1.204 x Jupiter,0.04
3638,Kepler-87 c,6.4 Earths,14.587,Neptune-like,0.548 x Jupiter,0.04
3639,Kepler-880 b,7.56 Earths,11.964,Neptune-like,0.237 x Jupiter,0
3640,Kepler-881 b,3.82 Earths,15.177,Super Earth,1.78 x Earth,0
3641,Kepler-882 b,2.04 Earths,14.077,Super Earth,1.23 x Earth,0
3642,Kepler-883 b,3.82 Earths,13.007,Super Earth,1.78 x Earth,0
3643,Kepler-884 b,2.04 Earths,13.047,Super Earth,1.23 x Earth,0
3644,Kepler-885 b,6.8 Earths,12.788,Neptune-like,0.223 x Jupiter,0
3645,Kepler-886 b,2.92 Earths,13.894,Super Earth,1.52 x Earth,0
3646,Kepler-887 b,4.04 Earths,13.45,Super Earth,1.84 x Earth,0
3647,Kepler-887 c,1.51 Earths,13.45,Super Earth,1.13 x Earth,0
3648,Kepler-888 b,3.75 Earths,12.981,Super Earth,1.76 x Earth,0
3649,Kepler-889 b,1.32 Earths,12.68,Super Earth,1.09 x Earth,0
3650,Kepler-88 d,3.05046 Jupiters,13.11,Gas Giant,1.17 x Jupiter,0.41
3651,Kepler-890 b,0.184 Jupiters,15.136,Gas Giant,0.793 x Jupiter,0
3652,Kepler-891 b,33.6 Earths,15.273,Neptune-like,0.572 x Jupiter,0
3653,Kepler-892 b,8.3 Earths,15.59,Neptune-like,0.251 x Jupiter,0
3654,Kepler-893 b,9.43 Earths,15.174,Neptune-like,0.27 x Jupiter,0
3655,Kepler-894 b,8.15 Earths,15.406,Neptune-like,0.248 x Jupiter,0
3656,Kepler-895 b,2.99 Earths,15.98,Super Earth,1.54 x Earth,0
3657,Kepler-896 b,6.94 Earths,15.431,Neptune-like,0.226 x Jupiter,0
3658,Kepler-897 b,6.3 Earths,15.079,Neptune-like,0.213 x Jupiter,0
3659,Kepler-898 b,2.83 Earths,15.939,Super Earth,1.49 x Earth,0
3660,Kepler-899 b,7.65 Earths,15.382,Neptune-like,0.239 x Jupiter,0
3661,Kepler-8 b,0.59 Jupiters,13.9,Gas Giant,1.416 x Jupiter,< 0.18
3662,Kepler-900 b,4.98 Earths,14.945,Super Earth,2.08 x Earth,0
3663,Kepler-901 b,2.45 Earths,14.68,Super Earth,1.37 x Earth,0
3664,Kepler-902 b,6.99 Earths,14.858,Neptune-like,0.227 x Jupiter,0
3665,Kepler-903 b,4.7 Earths,14.615,Super Earth,2.01 x Earth,0
3666,Kepler-903 c,6.94 Earths,14.615,Neptune-like,0.226 x Jupiter,0
3667,Kepler-904 b,3.78 Earths,14.392,Super Earth,1.77 x Earth,0
3668,Kepler-905 b,2.57 Earths,13.95,Super Earth,1.41 x Earth,0
3669,Kepler-906 b,5.1 Earths,13.918,Neptune-like,2.11 x Earth,0
3670,Kepler-907 b,1.87 Earths,11.462,Super Earth,1.2 x Earth,0
3671,Kepler-908 b,1.98 Earths,11.465,Super Earth,1.22 x Earth,0
3672,Kepler-909 b,2.76 Earths,11.51,Super Earth,1.47 x Earth,0
3673,Kepler-90b,2.27 Earths,13.74,Super Earth,1.31 x Earth,0
3674,Kepler-90c,1.81 Earths,13.74,Super Earth,1.19 x Earth,0
3675,Kepler-90d,8.6 Earths,13.74,Neptune-like,0.256 x Jupiter,0
3676,Kepler-90e,7.56 Earths,13.74,Neptune-like,0.237 x Jupiter,0
3677,Kepler-90f,8.65 Earths,13.74,Neptune-like,0.257 x Jupiter,0
3678,Kepler-90g,0.8 Jupiters,13.74,Gas Giant,0.723 x Jupiter,0
3679,Kepler-90h,1.2 Jupiters,13.74,Gas Giant,1.008 x Jupiter,0
3680,Kepler-90 i,2.3 Earths,13.74,Super Earth,1.32 x Earth,0
3681,Kepler-910 b,0.477 Earths,11.529,Terrestrial,0.82 x Earth,0
3682,Kepler-911 b,7.27 Earths,11.829,Neptune-like,0.232 x Jupiter,0
3683,Kepler-912 b,8.25 Earths,15.326,Neptune-like,0.25 x Jupiter,0
3684,Kepler-913 b,4.9 Earths,15.739,Super Earth,2.06 x Earth,0
3685,Kepler-914 b,2.48 Earths,13.548,Super Earth,1.38 x Earth,0
3686,Kepler-915 b,2.86 Earths,13.241,Super Earth,1.5 x Earth,0
3687,Kepler-916 b,3.75 Earths,15.175,Super Earth,1.76 x Earth,0
3688,Kepler-917 b,4.31 Earths,15.853,Super Earth,1.91 x Earth,0
3689,Kepler-918 b,3.68 Earths,14.955,Super Earth,1.74 x Earth,0
3690,Kepler-919 b,5.69 Earths,14.678,Neptune-like,0.201 x Jupiter,0
3691,Kepler-91 b,0.81 Jupiters,12.476,Gas Giant,1.367 x Jupiter,0.05
3692,Kepler-920 b,6.44 Earths,15.268,Neptune-like,0.216 x Jupiter,0
3693,Kepler-920 c,13.8 Earths,15.268,Neptune-like,0.339 x Jupiter,0
3694,Kepler-921 b,8.6 Earths,14.705,Neptune-like,0.256 x Jupiter,0
3695,Kepler-922 b,2.6 Earths,13.745,Super Earth,1.42 x Earth,0
3696,Kepler-923 b,2.48 Earths,14.012,Super Earth,1.38 x Earth,0
3697,Kepler-924 b,9.64 Earths,14.137,Neptune-like,0.274 x Jupiter,0
3698,Kepler-925 b,6.08 Earths,15.816,Neptune-like,0.209 x Jupiter,0
3699,Kepler-926 b,5.95 Earths,14.259,Neptune-like,0.206 x Jupiter,0
3700,Kepler-927 b,3.61 Earths,14.601,Super Earth,1.72 x Earth,0
3701,Kepler-928 b,3.15 Earths,15.323,Super Earth,1.59 x Earth,0
3702,Kepler-929 b,1.41 Earths,14.504,Super Earth,1.11 x Earth,0
3703,Kepler-92 b,0.202 Jupiters,11.745,Gas Giant,0.313 x Jupiter,0.17
3704,Kepler-92 c,6.1 Earths,11.745,Neptune-like,0.232 x Jupiter,0.04
3705,Kepler-92 d,4.93 Earths,11.745,Super Earth,2.067 x Earth,0.07
3706,Kepler-930 b,5.18 Earths,13.763,Neptune-like,2.13 x Earth,0
3707,Kepler-931 b,2.33 Earths,14.488,Super Earth,1.33 x Earth,0
3708,Kepler-932 b,2.45 Earths,14.136,Super Earth,1.37 x Earth,0
3709,Kepler-933 b,6.62 Earths,15.438,Neptune-like,0.219 x Jupiter,0
3710,Kepler-934 b,5.02 Earths,15.034,Super Earth,2.09 x Earth,0
3711,Kepler-935 b,2.39 Earths,14.9,Super Earth,1.35 x Earth,0
3712,Kepler-936 b,2.7 Earths,14.789,Super Earth,1.45 x Earth,0
3713,Kepler-937 b,13.4 Earths,15.194,Neptune-like,0.332 x Jupiter,0
3714,Kepler-937 c,7.61 Earths,15.194,Neptune-like,0.238 x Jupiter,0
3715,Kepler-938 b,5.56 Earths,15.004,Neptune-like,2.22 x Earth,0
3716,Kepler-939 b,3.71 Earths,15.52,Super Earth,1.75 x Earth,0
3717,Kepler-93 b,3.1783 Earths,9.862,Super Earth,1.569 x Earth,0
3718,Kepler-93 c,3 Jupiters,9.862,Gas Giant,Unknown,0
3719,Kepler-940 b,11.1 Earths,15.497,Neptune-like,0.298 x Jupiter,0
3720,Kepler-941 b,9.69 Earths,15.572,Neptune-like,0.275 x Jupiter,0
3721,Kepler-942 b,5.18 Earths,13.066,Neptune-like,2.13 x Earth,0
3722,Kepler-943 b,29.5 Earths,15.639,Neptune-like,0.529 x Jupiter,0
3723,Kepler-944 b,7.41 Earths,15.711,Neptune-like,0.235 x Jupiter,0
3724,Kepler-945 b,7.41 Earths,15.86,Neptune-like,0.235 x Jupiter,0
3725,Kepler-946 b,4.38 Earths,14.923,Super Earth,1.93 x Earth,0
3726,Kepler-947 b,5.82 Earths,15.752,Neptune-like,0.203 x Jupiter,0
3727,Kepler-948 b,4.08 Earths,14.786,Super Earth,1.85 x Earth,0
3728,Kepler-949 b,8.8 Earths,14.508,Neptune-like,0.26 x Jupiter,0
3729,Kepler-94 b,10.84 Earths,12.857,Neptune-like,0.313 x Jupiter,0
3730,Kepler-94 c,9.836 Jupiters,12.857,Gas Giant,1.11 x Jupiter,0
3731,Kepler-950 b,0.188 Jupiters,15.681,Gas Giant,0.801 x Jupiter,0
3732,Kepler-951 b,26.7 Earths,14.491,Neptune-like,0.499 x Jupiter,0
3733,Kepler-952 b,0.143 Jupiters,15.188,Gas Giant,0.682 x Jupiter,0
3734,Kepler-953 b,16.5 Earths,12.143,Neptune-like,0.376 x Jupiter,0
3735,Kepler-953 c,1.81 Earths,12.143,Super Earth,1.19 x Earth,0
3736,Kepler-954 b,5.99 Earths,12.943,Neptune-like,0.207 x Jupiter,0
3737,Kepler-955 b,9.96 Earths,14.627,Neptune-like,0.279 x Jupiter,0
3738,Kepler-956 b,9.27 Earths,13.289,Neptune-like,0.268 x Jupiter,0
3739,Kepler-957 b,25.9 Earths,15.691,Neptune-like,0.491 x Jupiter,0
3740,Kepler-958 b,4.9 Earths,13.73,Super Earth,2.06 x Earth,0
3741,Kepler-959 b,17.6 Earths,12.466,Neptune-like,0.391 x Jupiter,0
3742,Kepler-95 b,13 Earths,12.304,Neptune-like,0.305 x Jupiter,0
3743,Kepler-960 b,5.86 Earths,13.841,Neptune-like,0.204 x Jupiter,0
3744,Kepler-961 b,7.04 Earths,14.043,Neptune-like,0.227 x Jupiter,0
3745,Kepler-962 b,4.54 Earths,13.558,Super Earth,1.97 x Earth,0
3746,Kepler-963 b,7.56 Earths,14.912,Neptune-like,0.237 x Jupiter,0
3747,Kepler-964 b,5.14 Earths,13.903,Neptune-like,2.12 x Earth,0
3748,Kepler-965 b,11.4 Earths,13.333,Neptune-like,0.302 x Jupiter,0
3749,Kepler-966 b,16 Earths,14.444,Neptune-like,0.368 x Jupiter,0
3750,Kepler-967 b,6.12 Earths,14.451,Neptune-like,0.21 x Jupiter,0
3751,Kepler-967 c,12.9 Earths,14.451,Neptune-like,0.326 x Jupiter,0
3752,Kepler-968 b,4.66 Earths,14.25,Super Earth,2.0 x Earth,0
3753,Kepler-968 c,3.5 Earths,14.25,Super Earth,1.69 x Earth,0
3754,Kepler-969 b,4.94 Earths,13.722,Super Earth,2.07 x Earth,0
3755,Kepler-969 c,0.937 Earths,13.722,Terrestrial,0.99 x Earth,0
3756,Kepler-96 b,8.46 Earths,10.297,Neptune-like,0.238 x Jupiter,0
3757,Kepler-970 b,8.1 Earths,14.806,Neptune-like,0.247 x Jupiter,0
3758,Kepler-971 b,5.18 Earths,13.218,Neptune-like,2.13 x Earth,0
3759,Kepler-972 b,19.5 Earths,14.892,Neptune-like,0.415 x Jupiter,0
3760,Kepler-973 b,4.5 Earths,13.234,Super Earth,1.96 x Earth,0
3761,Kepler-974 b,3.09 Earths,14.413,Super Earth,1.57 x Earth,0
3762,Kepler-975 b,2.79 Earths,14.452,Super Earth,1.48 x Earth,0
3763,Kepler-976 b,14.9 Earths,15.803,Neptune-like,0.353 x Jupiter,0
3764,Kepler-977 b,7.37 Earths,14.823,Neptune-like,0.234 x Jupiter,0
3765,Kepler-978 b,9.22 Earths,13.374,Neptune-like,0.267 x Jupiter,0
3766,Kepler-979 b,7.85 Earths,14.625,Neptune-like,0.243 x Jupiter,0
3767,Kepler-97 b,3.51 Earths,12.813,Super Earth,1.48 x Earth,0
3768,Kepler-97 c,1.08 Jupiters,12.813,Gas Giant,Unknown,0
3769,Kepler-980 b,7.61 Earths,14.112,Neptune-like,0.238 x Jupiter,0
3770,Kepler-981 b,5.95 Earths,14.704,Neptune-like,0.206 x Jupiter,0
3771,Kepler-982 b,5.69 Earths,12.987,Neptune-like,0.201 x Jupiter,0
3772,Kepler-983 b,6.17 Earths,13.986,Neptune-like,0.211 x Jupiter,0
3773,Kepler-984 b,5.14 Earths,13.468,Neptune-like,2.12 x Earth,0
3774,Kepler-985 b,9.17 Earths,14.717,Neptune-like,0.266 x Jupiter,0
3775,Kepler-986 b,6.17 Earths,13.642,Neptune-like,0.211 x Jupiter,0
3776,Kepler-987 b,10.7 Earths,14.979,Neptune-like,0.291 x Jupiter,0
3777,Kepler-988 b,4.94 Earths,15.213,Super Earth,2.07 x Earth,0
3778,Kepler-989 b,5.52 Earths,14.408,Neptune-like,2.21 x Earth,0
3779,Kepler-98 b,3.55 Earths,12.869,Neptune-like,1.99 x Earth,0
3780,Kepler-990 b,7.27 Earths,14.495,Neptune-like,0.232 x Jupiter,0
3781,Kepler-990 c,2.96 Earths,14.495,Super Earth,1.53 x Earth,0
3782,Kepler-991 b,6.99 Earths,15.148,Neptune-like,0.227 x Jupiter,0
3783,Kepler-992 b,3.26 Earths,13.39,Super Earth,1.62 x Earth,0
3784,Kepler-993 b,9.11 Earths,15.924,Neptune-like,0.265 x Jupiter,0
3785,Kepler-994 b,3.19 Earths,14.465,Super Earth,1.6 x Earth,0
3786,Kepler-995 b,7.75 Earths,14.881,Neptune-like,0.241 x Jupiter,0
3787,Kepler-996 b,4.58 Earths,14.639,Super Earth,1.98 x Earth,0
3788,Kepler-997 b,2.42 Earths,11.848,Super Earth,1.36 x Earth,0
3789,Kepler-998 b,5.99 Earths,14.341,Neptune-like,0.207 x Jupiter,0
3790,Kepler-999 b,6.08 Earths,12.234,Neptune-like,0.209 x Jupiter,0
3791,Kepler-99 b,6.15 Earths,12.962,Super Earth,1.48 x Earth,0
3792,Kepler-9 b,0.13655 Jupiters,13.781,Gas Giant,0.74 x Jupiter,0.06
3793,Kepler-9 c,29.9 Earths,13.781,Neptune-like,0.721 x Jupiter,0.07
3794,Kepler-9 d,3.33 Earths,13.781,Super Earth,1.64 x Earth,0
3795,KIC 10001893 b,Unknown,15.711,Unknown,Unknown,0
3796,KIC 10001893 c,Unknown,15.711,Unknown,Unknown,0
3797,KIC 10001893 d,Unknown,15.711,Unknown,Unknown,0
3798,KIC 10525077 b,25.9 Earths,15.304,Neptune-like,0.491 x Jupiter,0
3799,KIC 3558849 b,38.1 Earths,14.167,Neptune-like,0.616 x Jupiter,0
3800,KIC 5095269 b,7.693 Jupiters,13.439,Gas Giant,1.13 x Jupiter,0.06
3801,KIC 5437945 b,33.6 Earths,13.751,Neptune-like,0.571 x Jupiter,0
3802,KIC 5951458 b,35.4 Earths,12.688,Neptune-like,0.589 x Jupiter,0
3803,KIC 7917485 b,11.8 Jupiters,13.2,Gas Giant,1.1 x Jupiter,0.15
3804,KIC 8540376 b,15.8 Earths,14.217,Neptune-like,0.366 x Jupiter,0
3805,KIC 8540376 c,6.35 Earths,14.217,Neptune-like,0.214 x Jupiter,0
3806,KIC 9663113 b,19.2 Earths,13.907,Neptune-like,0.41 x Jupiter,0
3807,KMT-2016-BLG-0212L b,18 Jupiters,,Gas Giant,1.08 x Jupiter,0
3808,KMT-2016-BLG-1107L b,3.283 Jupiters,,Gas Giant,1.17 x Jupiter,0
3809,KMT-2016-BLG-1397L b,7 Jupiters,,Gas Giant,1.13 x Jupiter,0
3810,KMT-2016-BLG-1820L b,4.57 Jupiters,,Gas Giant,1.15 x Jupiter,0
3811,KMT-2016-BLG-1836L b,2.2 Jupiters,,Gas Giant,1.19 x Jupiter,0
3812,KMT-2016-BLG-2142L b,15.49 Jupiters,,Gas Giant,1.09 x Jupiter,0
3813,KMT-2017-BLG-0165L b,34 Earths,,Neptune-like,0.575 x Jupiter,0
3814,KMT-2017-BLG-1038L b,2 Jupiters,,Gas Giant,1.19 x Jupiter,0
3815,KMT-2017-BLG-1146L b,0.71 Jupiters,,Gas Giant,1.25 x Jupiter,0
3816,KMT-2018-BLG-0029L b,7.59 Earths,,Neptune-like,0.238 x Jupiter,0
3817,KMT-2018-BLG-1292L b,4.42 Jupiters,,Gas Giant,1.15 x Jupiter,0
3818,KMT-2018-BLG-1990L b,0.348 Jupiters,,Gas Giant,1.15 x Jupiter,0
3819,KMT-2019-BLG-1339L b,1.25 Jupiters,,Gas Giant,1.22 x Jupiter,0
3820,KMT-2019-BLG-1953L b,0.64 Jupiters,,Gas Giant,1.26 x Jupiter,0
3821,KOI-1257 b,1.45 Jupiters,14.867,Gas Giant,0.94 x Jupiter,0.77
3822,KOI-12 b,1.1 Jupiters,11.253,Gas Giant,1.23 x Jupiter,0.34
3823,KOI-13 b,9.28 Jupiters,9.958,Gas Giant,1.512 x Jupiter,0
3824,KOI-142 b,9.5 Earths,13.11,Neptune-like,0.307 x Jupiter,0.06
3825,KOI-142 c,0.674 Jupiters,13.11,Gas Giant,1.25 x Jupiter,0.06
3826,KOI-1599.01,4.6 Earths,14.854,Super Earth,1.9 x Earth,0.01
3827,KOI-1599.02,9 Earths,14.854,Super Earth,1.9 x Earth,0.01
3828,KOI-1783.01,0.22339 Jupiters,13.906,Gas Giant,0.79 x Jupiter,0
3829,KOI-1783.02,15 Earths,13.906,Neptune-like,0.485 x Jupiter,0
3830,KOI-217 b,Unknown,15.101,Gas Giant,1.11 x Jupiter,0
3831,KOI-3680 b,1.93 Jupiters,14.77,Gas Giant,0.99 x Jupiter,0.5
3832,KOI-55 b,0.44 Earths,14.87,Terrestrial,0.759 x Earth,0
3833,KOI-55 c,0.655 Earths,14.87,Terrestrial,0.867 x Earth,0
3834,KOI-94 b,10.5 Earths,12.188,Super Earth,1.71 x Earth,0.25
3835,KOI-94 c,15.6 Earths,12.188,Neptune-like,0.385 x Jupiter,0.43
3836,KOI-94 d,0.334 Jupiters,12.188,Gas Giant,1.005 x Jupiter,0.02
3837,KOI-94 e,35 Earths,12.188,Neptune-like,0.585 x Jupiter,0.02
3838,KPS-1 b,1.09 Jupiters,13.033,Gas Giant,1.03 x Jupiter,0
3839,L 168-9 b,4.6 Earths,11.014,Super Earth,1.39 x Earth,< 0.21
3840,L 98-59 b,1.01 Earths,11.685,Super Earth,0.8 x Earth,< 0.12
3841,L 98-59 c,2.42 Earths,11.685,Super Earth,1.35 x Earth,< 0.07
3842,L 98-59 d,2.31 Earths,11.685,Super Earth,1.57 x Earth,< 0.09
3843,LHS 1140 b,6.98 Earths,14.18,Super Earth,1.727 x Earth,< 0.06
3844,LHS 1140 c,1.81 Earths,14.18,Super Earth,1.282 x Earth,< 0.31
3845,LHS 1815 b,8.7 Earths,12.15,Super Earth,1.088 x Earth,0
3846,LHS 3844 b,2.25 Earths,15.26,Super Earth,1.303 x Earth,0
3847,LkCa 15 b,Unknown,12.025,Unknown,Unknown,0
3848,LkCa 15 c,Unknown,12.025,Unknown,Unknown,0
3849,LP 791-18 b,1.46 Earths,16.9,Super Earth,1.12 x Earth,0
3850,LP 791-18 c,5.95 Earths,16.9,Neptune-like,0.206 x Jupiter,0
3851,LSPM J2116+0234 b,13.3 Earths,10.86,Neptune-like,0.331 x Jupiter,0.18
3852,LTT 1445 A b,2.2 Earths,11.22,Super Earth,1.38 x Earth,0.19
3853,LTT 3780 b,2.62 Earths,13.07,Super Earth,1.332 x Earth,0
3854,LTT 3780 c,8.6 Earths,13.07,Super Earth,0.205 x Jupiter,0.06
3855,LTT 9779 b,29.32 Earths,9.758,Neptune-like,0.421 x Jupiter,0
3856,Lupus-TR-3 b,0.81 Jupiters,18.765,Gas Giant,0.89 x Jupiter,0
3857,MASCARA-1 b,3.7 Jupiters,8.273,Gas Giant,1.5 x Jupiter,0
3858,MASCARA-4 b,3.1 Jupiters,8.19,Gas Giant,1.53 x Jupiter,0
3859,MOA-2007-BLG-192L b,3.3 Earths,,Super Earth,1.63 x Earth,0
3860,MOA-2007-BLG-400L b,0.83 Jupiters,,Gas Giant,1.24 x Jupiter,0
3861,MOA-2008-BLG-310L b,23.4 Earths,,Neptune-like,0.462 x Jupiter,0
3862,MOA-2008-BLG-379L b,4.1 Jupiters,,Gas Giant,1.16 x Jupiter,0
3863,MOA-2009-BLG-266L b,10.4 Earths,,Neptune-like,0.286 x Jupiter,0
3864,MOA-2009-BLG-319L b,0.16 Jupiters,,Gas Giant,0.722 x Jupiter,0
3865,MOA-2009-BLG-387L b,2.6 Jupiters,,Gas Giant,1.18 x Jupiter,0
3866,MOA-2010-BLG-073L b,11 Jupiters,,Gas Giant,1.11 x Jupiter,0
3867,MOA-2010-BLG-117L b,0.54 Jupiters,,Gas Giant,1.27 x Jupiter,0
3868,MOA-2010-BLG-328L b,9.2 Earths,,Neptune-like,0.266 x Jupiter,0
3869,MOA-2010-BLG-353L b,0.27 Jupiters,,Gas Giant,0.993 x Jupiter,0
3870,MOA-2010-BLG-477L b,1.5 Jupiters,,Gas Giant,1.21 x Jupiter,0
3871,MOA-2011-BLG-028L b,30 Earths,,Neptune-like,0.535 x Jupiter,0
3872,MOA-2011-BLG-262L b,17 Earths,,Neptune-like,0.383 x Jupiter,0
3873,MOA-2011-BLG-291L b,18 Earths,,Neptune-like,0.396 x Jupiter,0
3874,MOA-2011-BLG-293L b,4.8 Jupiters,,Gas Giant,1.15 x Jupiter,0
3875,MOA-2011-BLG-322L b,11.6 Jupiters,,Gas Giant,1.11 x Jupiter,0
3876,MOA-2012-BLG-006L b,8.4 Jupiters,,Gas Giant,1.12 x Jupiter,0
3877,MOA-2012-BLG-505L b,6.7 Earths,,Neptune-like,0.221 x Jupiter,0
3878,MOA-2013-BLG-605L b,3.2 Earths,,Super Earth,1.6 x Earth,0
3879,MOA-2015-BLG-337L b,33.7 Earths,,Neptune-like,0.572 x Jupiter,0
3880,MOA-2016-BLG-227L b,2.8 Jupiters,,Gas Giant,1.18 x Jupiter,0
3881,MOA-2016-BLG-319L b,0.62 Jupiters,,Gas Giant,1.26 x Jupiter,0
3882,MOA-bin-1L b,3.7 Jupiters,,Gas Giant,1.16 x Jupiter,0
3883,MOA-bin-29 b,0.6 Jupiters,,Gas Giant,1.26 x Jupiter,0
3884,Mu Leonis b,2.4 Jupiters,3.88,Gas Giant,1.18 x Jupiter,0.09
3885,MXB 1658-298 b,23.7 Jupiters,,Gas Giant,1.07 x Jupiter,0
3886,NGC 2682 Sand 364 b,6.69 Jupiters,9.8,Gas Giant,1.13 x Jupiter,0.35
3887,NGC 2682 Sand 978 b,2.18 Jupiters,9.71,Gas Giant,1.19 x Jupiter,0.16
3888,NGC 2682 YBP 1194 b,0.32 Jupiters,14.6,Gas Giant,1.1 x Jupiter,0.3
3889,NGC 2682 YBP 1514 b,0.4 Jupiters,14.77,Gas Giant,1.25 x Jupiter,0.28
3890,NGC 2682 YBP 401 b,0.46 Jupiters,13.7,Gas Giant,1.27 x Jupiter,0.15
3891,NGTS-10 b,2.162 Jupiters,14.34,Gas Giant,1.205 x Jupiter,0
3892,NGTS-11 b,0.344 Jupiters,12.456,Gas Giant,0.817 x Jupiter,0.13
3893,NGTS-1 b,0.812 Jupiters,15.524,Gas Giant,1.33 x Jupiter,0.02
3894,NGTS-2 b,0.74 Jupiters,10.961,Gas Giant,1.595 x Jupiter,0
3895,NGTS-3 A b,2.38 Jupiters,14.642,Gas Giant,1.48 x Jupiter,0
3896,NGTS-4 b,20.6 Earths,12.909,Neptune-like,0.284 x Jupiter,0
3897,NGTS-5 b,0.229 Jupiters,13.526,Gas Giant,1.136 x Jupiter,0
3898,NGTS-6 b,1.339 Jupiters,14.087,Gas Giant,1.326 x Jupiter,0
3899,NGTS-8 b,0.93 Jupiters,13.68,Gas Giant,1.09 x Jupiter,0.01
3900,NGTS-9 b,2.9 Jupiters,12.8,Gas Giant,1.07 x Jupiter,0.06
3901,NN Serpentis c,7.33 Jupiters,16.59,Gas Giant,1.13 x Jupiter,0.08
3902,NN Serpentis d,2.3 Jupiters,16.59,Gas Giant,1.19 x Jupiter,0.19
3903,NSVS 14256825 b,14.15 Jupiters,13.245,Gas Giant,1.1 x Jupiter,0.12
3904,Nu Ophiuchi b,22.206 Jupiters,3.34,Gas Giant,1.07 x Jupiter,0.12
3905,Nu Ophiuchi c,24.662 Jupiters,3.34,Gas Giant,1.07 x Jupiter,0.18
3906,NY Virginis b,2.3 Jupiters,13.394,Gas Giant,1.19 x Jupiter,0.15
3907,NY Virginis c,5.54 Jupiters,13.394,Gas Giant,1.14 x Jupiter,0.15
3908,OGLE-2003-BLG-235L b,2.6 Jupiters,,Gas Giant,1.18 x Jupiter,0
3909,OGLE-2005-BLG-071L b,3.8 Jupiters,,Gas Giant,1.16 x Jupiter,0
3910,OGLE-2005-BLG-169L b,14.1 Earths,,Neptune-like,0.343 x Jupiter,0
3911,OGLE-2005-BLG-390L b,5.5 Earths,,Neptune-like,2.21 x Earth,0
3912,OGLE-2006-BLG-109L b,0.73 Jupiters,,Gas Giant,1.25 x Jupiter,0
3913,OGLE-2006-BLG-109L c,0.27 Jupiters,,Gas Giant,0.994 x Jupiter,0.15
3914,OGLE-2007-BLG-349L AB c,0.25171 Jupiters,,Gas Giant,0.952 x Jupiter,0
3915,OGLE-2007-BLG-368L b,20 Earths,17.71,Neptune-like,0.421 x Jupiter,0
3916,OGLE-2008-BLG-092L b,0.18 Jupiters,,Gas Giant,0.777 x Jupiter,0
